id,name,address,latitude,longitude,phone,website,therapy_types,insurance_accepted,diagnoses_treated,age_groups,regional_centers,description,type,email,created_at,updated_at
4d6c0f00-44e7-48cf-8a41-63fd8d4375d2,Child Success Center,"2023 S Westgate Ave, Los Angeles, CA 90025",34.03448200,-118.45239300,310-899-9597,https://childsuccesscenter.com/,['Occupational therapy'],Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.784964+00:00,2025-11-05T05:08:29.782329+00:00
6d872509-e327-4d22-9688-2b7f9a9d33d5,Children’s Developmental Milestones,"21241 Ventura Blvd. Suite 187 Woodland Hills, CA 91364",34.16780000,-118.59440000,818-203-5063,https://www.cdmtherapy.com/,"['ABA therapy', 'Adaptive Skills', 'School Support']","Optum, Carelon, LA Care Health Plan, Cigna, Molina Healthcare, Magellan Health, Central California Alliance for Health",[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.063021+00:00,2025-11-05T05:08:30.063024+00:00
835567af-4e0a-4887-b2bb-c9ea35abb5ae,"Childrens Developmental Milestones, Inc.","{""zip"": ""91364"", ""city"": ""Woodland Hills"", ""state"": ""CA"", ""street"": ""21241 Ventura Blvd""}",34.16783900,-118.59461500,818-203-5063,http://www.cdmtherapy.com/,[],{Beacon},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Regional Center,,2025-08-07T22:34:18.976034+00:00,2025-11-05T05:08:29.898091+00:00
945b3fb5-6c6f-4772-a8fe-8de68b463222,Children’s Learning Connection,"25201 Paseo De Alicia #110, Laguna Hills,, CA 92653",33.60267490,-117.68961870,855-361-3970,https://www.childrenslearningconnection.com/,"['ABA therapy', 'Occupational therapy', 'Physical therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:33:46.531880+00:00,2025-11-05T05:08:29.956990+00:00
14f8a8b7-0a13-46c9-9cf2-8fb13541af0b,Children’s Learning Connection,"3111 N Tustin St #100, Orange,, CA 92865",33.84018760,-117.83351530,855-361-3970,https://www.childrenslearningconnection.com/,"['ABA therapy', 'Occupational therapy', 'Physical therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:33:32.182620+00:00,2025-11-05T05:08:29.936835+00:00
eea0e505-0498-46bc-ae37-aba26167fce8,Children’s Learning Connection,"5312 Bolsa Ave #105, Huntington Beach,, CA 92649",33.74395460,-118.03631300,855-361-3970,https://www.childrenslearningconnection.com/,"['ABA therapy', 'Occupational therapy', 'Physical therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:33:38.581443+00:00,2025-11-05T05:08:29.729814+00:00
0b6928e0-10ed-4802-9d5e-be329ae59899,Cielo Behavior Services,{},34.02244200,-118.16697400,951-624-7630,https://www.cielobehavior.com,[],{},[],[],locations.ProviderRegionalCenter.None,"EAST LA,SOUTH LA,LONG BEACH,HAWAIIAN GARDENS,CARSON,CERRITOS,LAKEWOOD,PARAMOUNT,DOWNEY,BELLFLOWER,COMPTON,NORWALK,SANTA FE SPRINGS,WHITTIER,PICO RIVERA,LA PUENTE,WEST COVINA,COVINA,EL MONTE,MONTEBELLO,CUDAHY,BELL,BELL GARDENS,SOUTHGATE,LYNWOOD,MAYWOOD",Service Provider,,2025-08-07T22:34:11.734764+00:00,2025-11-05T05:08:29.867173+00:00
336bb54b-f4cf-4b39-a15b-cefa7cf6a204,Community Autism Services,"8939 S Sepulveda Blvd # 324, Los Angeles,, CA 90045",33.95504890,-118.39637720,310-483-7241,https://thesteppingstonesgroup.com/california-autism-services/west-los-angeles/,['ABA therapy'],"Medicaid, Aetna, CalOptima Health, CA Care Health Plan, Blue Shield of California, Health Net, Magellan Health, Carelon Behavioral Health, Anthem Blue Cross, Beacon Health Options, CenCal Health, United Behavioral Health, Partnership Healthplan of California, TRICARE, Evernorth, Molina HealthCare",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:41:08.443977+00:00,2025-11-05T05:08:29.992383+00:00
99cd0d5f-38e6-41cc-9a83-53bccd3d1914,"Comprehensive Educational Services, Inc. Dba (Aces)","{""zip"": ""90807"", ""city"": ""Long Beach"", ""state"": ""CA"", ""street"": ""4300 Long Beach Blvd Suite 100""}",33.83642600,-118.18963100,949-833-2237,https://www.acesaba.com/location-long-beach/,[],"{Aetna,""Blue Cross Blue Shield"",Beacon,""Blue Cross"",""Blue Shield""}",[],[],locations.ProviderRegionalCenter.None,"GATEWAY CITIES,POMONA VALLEY",Service Provider,,2025-08-07T22:34:18.976319+00:00,2025-11-05T05:08:29.723160+00:00
f890eee1-0100-4636-a566-4b064ae37a91,Connecting Dot by Dot Inc.,1521 E. Cameron Ave. Suite 250 West Covina CA 91790,34.06117000,-117.91605500,626-231-0502,https://connectingdotbydot.com/,['ABA therapy'],"Regional Center, Private Pay, Medi-Cal",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.968290+00:00,2025-11-05T05:08:30.033988+00:00
547cfcd5-a193-4c26-83c9-a0e170cc9e6a,"Connecting Dot By Dot, Inc.","{""zip"": ""91790"", ""city"": ""West Covina"", ""state"": ""CA"", ""street"": ""1521 W Cameron Ave suite 250""}",34.06909000,-117.94151400,818-458-5836,http://www.connectingdotbydot.com/,[],"{MHN,Aetna,Magellan,Cigna,""Health Net"",""Blue Cross"",Molina,Humana,Medi-Cal,Anthem}",[],[],locations.ProviderRegionalCenter.None,POMONA VALLEY,Service Provider,,2025-08-07T22:34:11.713330+00:00,2025-11-05T05:08:29.824790+00:00
517ee923-a1aa-41ad-b9b6-792d8a266a45,Cortica,21515 Hawthorne Blvd Torrance CA 90503-6501,33.83351840,-118.35311380,424-571-2618,https://www.corticacare.com/locations/ca/glendale,['ABA therapy'],Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:57:24.981989+00:00,2025-11-05T05:08:29.770591+00:00
f17e37c3-c6fb-4b45-9e3b-b17a9008385a,Cortica,"21515 Hawthorne Blvd Torrance, CA 90503-6501",33.82904860,-118.35209430,424-571-2618,https://www.corticacare.com/locations/ca/glendale,['ABA therapy'],Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:32:38.833976+00:00,2025-11-05T05:08:29.968103+00:00
83bfef4c-1468-4ad2-8fcb-bbb3533a7b03,"Creative Behavioral Consultants, Inc.","{""zip"": ""91367"", ""city"": ""Woodland Hills"", ""state"": ""CA"", ""street"": ""22055 Clarendon St # 208""}",34.16985500,-118.60776500,818-932-9644,https://www.cbc-autism.com/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Service Provider,,2025-08-07T22:34:11.713844+00:00,2025-11-05T05:08:29.744662+00:00
1a133a2f-0c5f-42db-8557-e1f303e9dda7,Cubik Minds,"20936 Devonshire Street Suite C Chatsworth, CA 91311",34.25687500,-118.58989800,707-737-3737,https://www.cubikminds.com/,"['ABA therapy', 'Parent Training', 'Social Skills Training', 'Early Intervention']","IEHP, Aetna Blue Shield of California, Anthem Blue Cross Blue Shield, Magellan Health, Health Net, TRIWEST, Evernorth, Cigna, MHN, Molina Healthcare",[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.058740+00:00,2025-11-05T05:08:30.058743+00:00
e35158dc-6537-4abc-a314-a27ed723d1b2,Danielle M. Cirrone,"9415 Culver Blvd #160, Culver City,, CA 90232",34.02404700,-118.39408570,424-385-8404,https://www.daniellemcirroneslp.com/,['Speech therapy'],Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:35:23.893364+00:00,2025-11-05T05:08:29.761488+00:00
45ce81ec-a5db-4228-b925-418c5eff7a07,DG Therapy Group,"12411 Slauson Ave, Whittier,, CA 90606",33.96081480,-118.05394630,562-693-5449,https://dgtherapy.com/,"['Occupational therapy', 'Physical therapy', 'Speech therapy']","Medi-Cal only through Kaiser, Private Insurance: Kaiser, Blue Cross, Blue Shield, United Healthcare",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:03:17.163447+00:00,2025-11-05T05:08:29.890117+00:00
5681c478-16ee-41c9-b747-5b35d0f0edad,DG Therapy Group,"12411 Slauson Ave, Whittier, CA 90606",33.96081480,-118.05394630,562-693-5449,https://dgtherapy.com/,"['Occupational therapy', 'Physical therapy', 'Speech therapy']","Medi-Cal only through Kaiser, Private Insurance: Kaiser, Blue Cross, Blue Shield, United Healthcare",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:59:24.271596+00:00,2025-11-05T05:08:29.831540+00:00
f8add5b8-ee72-4ae7-a479-7d51d2a962a1,Dream Big Children’s Center,"612 S Myrtle Ave
 Monrovia CA 91016-3406",34.14545200,-118.00067900,626-775-7888,https://dreambigchildren.com/,['ABA therapy'],"Regional Center, Private Pay, Medi-Cal, Blue Cross, Blue Shield, Anthem, L.A. Care",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.947914+00:00,2025-11-05T05:08:30.019049+00:00
37db649d-7404-4987-9fcc-f3d5a71781e7,DV Therapy,"1080 S La Cienega Blvd #208, Los Angeles,, CA 90035",34.05755760,-118.37607740,323-426-6402,https://www.dvtherapy.com/,"['ABA therapy', 'Occupational therapy']","Private Insurance: Easterseals, Kaiser, Aetna, Carelon, Optum, ComPsych, Magellan, Incentive, Anthem Blue Cross (PPO/Commercial), Kern Family Health, Kaiser Permanente, Blue Shield (PPO/Commercial), Cigna (PPO/Commercial), Tricare West",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:41:00.212732+00:00,2025-11-05T05:08:29.970573+00:00
27c12acd-c902-41df-834b-cdb339e84b7a,DV Therapy,"410 E Merced Ave Unit E West Covina, Ca 91790",34.05468800,-117.93817400,323-426-6402,https://www.dvtherapy.com/,"['ABA therapy', 'Occupational therapy']","Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.813634+00:00,2025-11-05T05:08:29.808082+00:00
3636ef10-c669-477c-b3d9-8c2086de2918,DV Therapy,"11627 Telegraph Rd #125, Santa Fe Springs,, CA 90670",33.94717570,-118.08524660,323-426-6402,https://www.dvtherapy.com/,"['ABA therapy', 'Occupational therapy']","Private Insurance: Easterseals, Kaiser, Aetna, Carelon, Optum, ComPsych, Magellan, Incentive, Anthem Blue Cross (PPO/Commercial), Kern Family Health, Kaiser Permanente, Blue Shield (PPO/Commercial), Cigna (PPO/Commercial), Tricare West",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:40:50.633399+00:00,2025-11-05T05:08:29.972005+00:00
52b62ade-f2d6-4cfb-81b7-d3c921afcd6f,Empowering Families,"504 W Baseline Rd., Suite A Glendora, CA 91740",34.12124000,-117.87087000,626-512-5292,https://www.empowering-families.com/,"['Occupational therapy', 'Physical therapy']",Regional Center,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.962078+00:00,2025-11-05T05:08:30.013433+00:00
b1deea57-ef55-41dc-9fa4-bd6c942ff530,Enrichment Intervention Family Center,"21051 Warner Center Lane, Suite 100 Woodland Hills, CA 91367",34.17526100,-118.59201600,424-400-4119,https://eifcenter.com/,"['ABA therapy', 'Early Intervention', 'Parent Training', 'Social Skills']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.059776+00:00,2025-11-05T05:08:30.059781+00:00
376e83d6-061f-484b-a81b-dca71fca1c0b,Exceptional Children Foundation,"{""zip"": ""90230"", ""city"": ""Culver City"", ""state"": ""CA"", ""street"": ""10918 Barman Ave""}",34.00811200,-118.40371300,310-773-9371,http://www.ecf.net/adults/residential/,[],{},[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Regional Center,,2025-10-30T18:02:22.850550+00:00,2025-11-05T05:08:29.746155+00:00
13b56cda-2282-4d03-84b5-390e411bb3e8,Fabi Moy Speech Pathology,"3816 Woodruff Ave #201, Long Beach,, CA 90808",33.82809740,-118.11550260,562-260-8627,https://fabimoy.com/,"['Speech therapy', 'Feeding therapy']",Private Pay,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:39:37.801598+00:00,2025-11-05T05:08:30.002101+00:00
c18dc9b9-1f5f-4389-b7fe-e347943ea047,Familias First,"222 E. Las Tunas Drive, San Gabriel, CA 91776",34.10276000,-118.09738000,626-320-1317,https://familiasfirst.com/,['ABA therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.948900+00:00,2025-11-05T05:08:30.035672+00:00
70dd31ac-48ab-46e8-a5c8-93b3e5219fb2,Familias First: Tello & Associates Corporation,"{""zip"": ""91776"", ""city"": ""San Gabriel"", ""state"": ""CA"", ""street"": ""222 E Las Tunas Dr""}",34.10290300,-118.09740600,"626-444-4840, 626-320-1317",http://www.familiasfirst.com/,[],{},[],[],locations.ProviderRegionalCenter.None,"SAN GABRIEL VALLEY,POMONA VALLEY,SOUTH CENTRAL LOS ANGELES",Regional Center,,2025-08-07T22:34:18.997936+00:00,2025-11-05T05:08:30.029739+00:00
4961e8b0-a806-41bb-959c-7603e6b27030,Family Care Spectrum Therapies,"{""zip"": ""90230"", ""city"": ""Culver City"", ""state"": ""CA"", ""street"": ""5800 Hannum Ave suite b""}",33.98685200,-118.38578800,323-828-9551,http://castautism.com/,[],{},[],[],locations.ProviderRegionalCenter.None,GATEWAY CITIES,Regional Center,,2025-08-07T22:34:11.714725+00:00,2025-11-05T05:08:29.792923+00:00
762ce4a7-3bef-405a-8b05-a7fe134a047b,Family First Speech & Language Center,"2700 E. Foothill Blvd Suite 201, Pasadena CA 91107",34.14937500,-118.09471900,818-960-7002,https://www.familyfirstslc.com/,['Speech therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,Birth to 3 years old,,,2025-10-30T18:02:22.902785+00:00,2025-11-05T05:08:29.920414+00:00
ee848609-77ac-41c7-848b-0a8fd8441436,Find Hope Therapy,"410 S. Glendora Ave. Suite 130 Glendora, CA 91741",34.13125800,-117.86353300,626-600-8601,https://www.findhopetherapy.com/,[],"Regional Center, Private Pay, Medi-Cal",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.964023+00:00,2025-11-05T05:08:30.045235+00:00
36bdd7eb-715a-43a5-8e26-5e4910e3c4a7,"First Steps For Kids, Inc.","{""zip"": ""90034"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""3424 Motor Ave #101""}",34.02747800,-118.40896500,310-374-3300,https://www.firststepsforkids.com/,[],{},[],[],locations.ProviderRegionalCenter.None,"WESTSIDE,SOUTHBAY,SAN FERNANDO VALLEY,SAN GABRIEL VALLEY,POMONA VALLEY,SOUTH CENTRAL LOS ANGELES",Regional Center,,2025-08-07T22:34:11.715125+00:00,2025-11-05T05:08:29.791812+00:00
d6cfef27-0496-4291-a52d-f0c9fb17af51,FirstSteps for Kids,"3280 Motor Ave Suite 110, Los Angeles, CA 90034",34.02969400,-118.41085300,424-672-6700,https://firststepsforkids.com/,"['ABA therapy', 'Feeding therapy', 'Social skills training']","Private Pay, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.779871+00:00,2025-11-05T05:08:29.785104+00:00
e48ea80a-98e0-4d57-8489-f7024c704c65,"Firststeps For Kids, Inc.","5741 Las Virgenes Rd, Calabasas, CA 91302",34.16068700,-118.70375800,818-712-8250,https://firststepsforkids.com/,"['Social Skills', 'ABA therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.063704+00:00,2025-11-05T05:08:30.063708+00:00
a767cf76-31bf-4d81-b3c2-c5c375ea3a4d,"Flex Learning, Llc","{""zip"": ""90807"", ""city"": ""Long Beach"", ""state"": ""CA"", ""street"": ""3777 Long Beach Blvd #400""}",33.82640100,-118.18957000,562-661-8900,http://www.learningtreetherapy.com/,[],{Anthem},[],[],locations.ProviderRegionalCenter.None,LONG BEACH,Service Provider,,2025-08-07T22:34:11.715543+00:00,2025-11-05T05:08:29.824152+00:00
4afc59f0-3aae-431a-8202-d7cfaa01d495,FMRC Health Group,"1626 Centinela Ave Suite 108, Inglewood, CA, 90302",33.97715340,-118.36737140,323-229-6025,https://fmrchealth.com/,"['Speech therapy', 'Feeding therapy']","Private Insurance: North Los Angeles County Regional Center, Westside Regional Center, Signa, Optum, United Healthcare",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:35:42.186306+00:00,2025-11-05T05:08:29.760821+00:00
c88b8cfa-40bd-4a46-aec7-30b579609174,"Foothill Child Development Services, Inc.","{""zip"": ""91406"", ""city"": ""Van Nuys"", ""state"": ""CA"", ""street"": ""16946 Sherman Way""}",34.20083100,-118.50295500,818-353-3772,http://www.foothillchild.com/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Regional Center,,2025-08-07T22:34:11.735243+00:00,2025-11-05T05:08:29.737013+00:00
3365bf0f-9b3b-4ef1-bfd1-3b13c15f61ad,Forward Behavior,"In-Home, Virtual",33.84483600,-117.97427900,323-825-7172,https://www.forwardbehavior.com/,"['ABA therapy', 'Physical therapy', 'Early intervention', 'Adaptive skills training', 'Functional behavior assessment']","Private Pay, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.782640+00:00,2025-11-05T05:08:29.783874+00:00
19b74292-6bb3-42ab-bdd3-09bc8a248c47,"Forward Behavior & Play, LLC","6426 W 5th St Los Angeles, CA 90048",34.06806830,-118.36808470,323-825-7172,https://www.forwardbehavior.com/,"['ABA therapy', 'Physical therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:00:59.707860+00:00,2025-11-05T05:08:29.860267+00:00
92348126-6366-451f-9a29-f640728adef5,"Forward Behavior & Play, LLC",6426 W 5th St Los Angeles CA 90048,34.06806830,-118.36808470,323-825-7172,https://www.forwardbehavior.com/,"['ABA therapy', 'Physical therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:57:19.593020+00:00,2025-11-05T05:08:29.797664+00:00
e845cb48-1035-42de-81b3-409aa848746e,Go Behavioral,"506 Spring St #13308, Los Angeles, CA 90013",34.05220000,-118.24370000,888-988-0520,https://gobehavioral.com/,"['ABA therapy', 'Parent child interaction therapy/parent training behavior management', 'Early intervention']","Private Pay, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.787820+00:00,2025-11-05T05:08:29.772210+00:00
267de4d5-5db0-4a15-aaf1-a59ab98fba9e,Graceful Expression,"600 N Rosemead Blvd #224, Pasadena, CA 91107",34.14609600,-118.09457600,323-209-5108,http://graceful-expression.com/,[],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.933030+00:00,2025-11-05T05:08:30.036347+00:00
bedd6241-e90d-4cdc-9af0-1c75e0394de1,Harmony Speech Therapy & Diagnostics,"315 Arden Ave Glendale, CA 91203
10200 Sepulveda Blvd Suite 320 Mission Hills, CA 91345",34.15879900,-118.25882200,818-404-5120,https://www.harmonyspeechtherapy.com/contacts/,[],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.930867+00:00,2025-11-05T05:08:30.021789+00:00
7d30fbc5-bc37-4e50-99ac-64f3018a9f1e,Hidden Treasures ABA Therapy Services,"6310 San Vicente Blvd Suite 300, Los Angeles,, CA 90048",34.06085650,-118.36740150,323-693-1600,https://www.htaba.com/,['ABA therapy'],"Medi-Cal, Private Insurance",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:34:05.621381+00:00,2025-11-05T05:08:29.953859+00:00
96f48f2f-d69a-4fc4-9bf0-ee85e16a0811,Holding Hands Pediatric Therapy & Adult Services,"2101 N Glenoaks Blvd, Burbank, CA 91504",34.19772800,-118.32672100,818-848-8825,https://www.holdinghandsinc.com/,"['ABA therapy', 'AST', 'M-CBI', 'Social Skills Training']","Aetna, Anthem Blue Cross, Blue Shield of California/ Magellan Blueshield Promise Health Care First, Cigna/Cigna Behavioral Health, The Holman Group, LA Care Health Plan, Kaiser Foundation Health Plan Inc. MHN/Healthnet, United Healthcare/United Behavioral Health",[],[],locations.ProviderRegionalCenter.None,,,,2025-11-05T05:08:30.078113+00:00,2025-11-05T05:08:30.078117+00:00
93cee3ea-d70c-436e-baf4-abe9c84c41b0,Holding Hands Pediatric Therapy & Diagnostics,2115 Beverly Blvd Los Angeles CA 90057-2203,34.06685610,-118.27049670,323-938-3434,https://www.holdinghandsinc.com/,"['ABA therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T19:55:45.200359+00:00,2025-11-05T05:08:29.715707+00:00
0e2da6ae-e515-47cc-bc64-0e749a352366,Holding Hands Pediatric Therapy & Diagnostics,"2115 Beverly Blvd Los Angeles, CA 90057-2203",34.06685610,-118.27049670,323-938-3434,https://www.holdinghandsinc.com/,"['ABA therapy', 'Speech therapy']",Private Insurance,[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T20:00:43.238053+00:00,2025-11-05T05:08:29.743792+00:00
d2931213-3ab2-4210-977b-cbb76e544dcd,"Holding Hands, Inc.","{""zip"": ""90057"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""2115 Beverly Blvd""}",34.06719000,-118.27076000,323-938-3434 ext. 118,http://holdinghandsinc.com/,[],{},[],[],locations.ProviderRegionalCenter.None,CENTRAL LOS ANGELES,Regional Center,,2025-08-07T22:34:11.715935+00:00,2025-11-05T05:08:29.840699+00:00
1a41ad91-9bc0-4e1b-915d-d19f4e565750,Howard Chudler & Assoc.,"{""zip"": ""91724"", ""city"": ""Covina"", ""state"": ""CA"", ""street"": ""1274 Center Ct Dr #211""}",34.07261000,-117.86420100,714-529-2549,http://www.alorabh.com/,[],{},[],[],locations.ProviderRegionalCenter.None,POMONA VALLEY,Service Provider,,2025-08-07T22:34:18.978613+00:00,2025-11-05T05:08:29.904321+00:00
25539d90-3004-4e24-99e4-6d364056fb11,Hyperion Behavioral Health,"410 Arden Ave
 Glendale CA 91203-1127",34.15821300,-118.26188400,818-275-2587,https://www.hyperioncenter.com/contact,['Physical therapy'],"Regional Center, Private Pay, Medi-Cal, Blue Cross, Blue Shield, Anthem, Aetna, Cigna, Health Net, Molina",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.810980+00:00,2025-11-05T05:08:29.801815+00:00
6a547be1-949b-4b4a-b825-2db087701dc5,Hyperion Behavioral Health Center,"{""zip"": ""90038"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""1224 Vine St""}",34.09331800,-118.32615000,818-274-2587,https://dmh.lacounty.gov/,[],{},[],[],locations.ProviderRegionalCenter.None,CENTRAL LOS ANGELES,Service Provider,,2025-08-07T22:34:18.998720+00:00,2025-11-05T05:08:29.917197+00:00
07bf7ad3-046a-4907-979b-d3f456f8503f,Ican-B,"{""zip"": ""91406"", ""city"": ""Van Nuys"", ""state"": ""CA"", ""street"": ""7141 Woodley Ave""}",34.20057600,-118.48368600,818-616-1069,http://ican-b.com/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Regional Center,,2025-08-07T22:34:11.716620+00:00,2025-11-05T05:08:29.791179+00:00
fd2dbbb2-a96e-4b2d-8b66-194595afd2fe,Igcn Healthcare Partners,{},34.06894500,-118.32363400,323-433-4165,,[],{},[],[],locations.ProviderRegionalCenter.None,CENTRAL LOS ANGELES,Service Provider,,2025-08-07T22:34:18.979122+00:00,2025-11-05T05:08:29.902897+00:00
15a5b482-97a0-4ae4-9f2b-357dbc8a459c,Inclusive Education & Community Partnership,"{""zip"": ""91401"", ""city"": ""Sherman Oaks"", ""state"": ""CA"", ""street"": ""13130 Burbank Blvd""}",34.17162300,-118.41921700,805-985-4808,http://www.thehelpgroup.org/,[],{},[],[],locations.ProviderRegionalCenter.None,SAN FERNANDO VALLEY,Service Provider,,2025-08-07T22:34:18.999115+00:00,2025-11-05T05:08:29.720868+00:00
535ab107-2bde-4fc9-9921-a820ba5e2a62,"Inizio Interventions, Inc.","1101 Fremont Ave
 South Pasadena CA 91030-3290
  
 1433 La Canada CA 91011-2109",34.11349900,-118.15346700,818-937-0882,,['ABA therapy'],"Regional Center, Private Pay, Medicaid",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.776001+00:00,2025-11-05T05:08:29.775851+00:00
ec6ece24-5a08-40e5-8db6-574dff25e731,Innovative Behavioral Therapies,"{""zip"": ""90010"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""3700 Wilshire Blvd #435""}",34.06054600,-118.30722700,800-807-0305,https://abatherapies.com/,[],{},[],[],locations.ProviderRegionalCenter.None,"CENTAL LOS ANGELES,EAST LOS ANGELES",Regional Center,,2025-08-07T22:34:11.717333+00:00,2025-11-05T05:08:29.823519+00:00
e65926d9-64a8-473f-ba22-7c4cfcdfef17,Inspira Behavior And Advocacy Specialists,"{""zip"": ""90602"", ""city"": ""Whittier"", ""state"": ""CA"", ""street"": ""8135 Painter Ave # 201""}",33.96581300,-118.03303400,844-467-7763,,[],{},[],[],locations.ProviderRegionalCenter.None,"SOUTH LOS ANGELES,LONG BEACH",Service Provider,,2025-08-07T22:34:11.735984+00:00,2025-11-05T05:08:29.870761+00:00
c7b2d383-e989-4dc1-ac33-262aeda8ee67,Institute For Applied Behavior Analysis (Iaba),"{""zip"": ""90064"", ""city"": ""Los Angeles"", ""state"": ""CA"", ""street"": ""11150 W Olympic Blvd # 1160""}",34.03916900,-118.43887000,310-649-0499,http://www.centerforaba.com/,[],{},[],[],locations.ProviderRegionalCenter.None,WESTSIDE,Service Provider,,2025-08-07T22:34:18.979806+00:00,2025-11-05T05:08:29.923407+00:00
9ffb8149-4cf4-410e-b649-dc64676fe46d,Institute For Effective Behavioral Interventions (Iebi),"{""zip"": ""91403"", ""city"": ""Sherman Oaks"", ""state"": ""CA"", ""street"": ""15335 Morrison St""}",34.16118700,-118.46782600,818-501-0822,http://www.iebionline.com/,[],{},[],[],locations.ProviderRegionalCenter.None,"SAN FERNANDO VALLEY,SANTA CLARITA,LOS ANGELES",Regional Center,,2025-08-07T22:34:18.999755+00:00,2025-11-05T05:08:29.939506+00:00
d874c583-ef69-4392-83ff-05a8bea1d99a,Intercare Therapy,"1000 S, Lakes Dr #320, West Covina, Ca 91790",34.06885900,-117.93823700,888-428-3223,https://intercaretherapy.com/,['ABA therapy'],"Regional Center, Private Pay",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.957129+00:00,2025-11-05T05:08:30.052784+00:00
e57d169d-9f66-4a63-834b-6a96422413ca,Jabberdogs,"415 Huntington Dr. Suite 102 San Marino, Ca 91108",34.10771600,-118.13414200,626-460-0281,https://www.jabberdogs.com/,['Occupational therapy'],"Regional Center, Private Pay, Blue Shield, Kaiser Permanente",[],[],locations.ProviderRegionalCenter.None,,,,2025-10-30T18:02:22.939628+00:00,2025-11-05T05:08:30.025912+00:00
c84755f7-345c-4792-b871-ff8dca3b25b6,"Jade Behavioral Consultants, Inc.","{""zip"": ""92801"", ""city"": ""Anaheim"", ""state"": ""CA"", ""street"": ""2115 W Crescent Ave #244""}",33.84055800,-117.95576000,714-829-4138,https://www.jadebehavioralconsultants.org/,[],{},[],[],locations.ProviderRegionalCenter.None,"LONG BEACH,COMPTON,DOWNEY",Service Provider,,2025-08-07T22:34:11.717941+00:00,2025-11-05T05:08:30.027216+00:00
